word	root	plural_1	plural_2	plural_3	source
نشيد	نشد	اناشيد			qalsadi-nouns
نشيط	نشط	نشطاء	نشاطا		qalsadi-nouns
نشيطة	نشط	نشاءط			qalsadi-nouns
نص	نصص	نصوص			qalsadi-nouns
نصاب	نصب	نصب			qalsadi-nouns
نصاب	نصب				qalsadi-nouns
نصارا	نصر	مفردنصراني			qalsadi-nouns
نصاع	نصع				qalsadi-nouns
نصال	نصل				qalsadi-nouns
نصب	نصب				qalsadi-nouns
نصب	نصب	انصاب			qalsadi-nouns
نصبة	نصب				qalsadi-nouns
نصة	نصص	نصص	نصاص		qalsadi-nouns
نصح	نصح				qalsadi-nouns
نصر	نصر				qalsadi-nouns
نصراني	نصر	نصارا			qalsadi-nouns
نصرانية	نصر				qalsadi-nouns
نصرة	نصر				qalsadi-nouns
نصف	نصف	انصاف			qalsadi-nouns
نصل	نصل	انصل	نصال		qalsadi-nouns
نصلة	نصل				qalsadi-nouns
نصوح	نصح				qalsadi-nouns
نصيب	نصب	انصبة	انصباء	نصب	qalsadi-nouns
نصيح	نصح	نصحاء			qalsadi-nouns
نصيحة	نصح	نصاءح			qalsadi-nouns
نصير	نصر	نصراء	انصارجانصا		qalsadi-nouns
نصيص	نصص				qalsadi-nouns
نصيع	نصع				qalsadi-nouns
نصيف	نصف	انصفة			qalsadi-nouns
نصيل	نصل	نصل			qalsadi-nouns
نض	نضض				qalsadi-nouns
نضاح	نضح				qalsadi-nouns
نضادة	نضد	ات			qalsadi-nouns
نضار	نضر				qalsadi-nouns
نضارة	نضر				qalsadi-nouns
نضاضة	نضض	نضاض	نضاءض		qalsadi-nouns
نضال	نضل				qalsadi-nouns
نضج	نضج				qalsadi-nouns
نضح	نضح	نضوح			qalsadi-nouns
نضخ	نضخ				qalsadi-nouns
نضد	نضد	انضاد			qalsadi-nouns
نضر	نضر				qalsadi-nouns
نضرة	نضر				qalsadi-nouns
نضو	نضو	انضاء			qalsadi-nouns
نضوب	نضب				qalsadi-nouns
نضوح	نضح				qalsadi-nouns
نضيد	نضد	نضاءد			qalsadi-nouns
نضير	نضر				qalsadi-nouns
نضيض	نضض	نضاض	نضاءض		qalsadi-nouns
نضيضة	نضض	نضاض	نضاءض		qalsadi-nouns
نطاح	نطح				qalsadi-nouns
نطار	نطر	نطاطير			qalsadi-nouns
نطارة	نطر				qalsadi-nouns
نطاط	نطط				qalsadi-nouns
نطاعة	نطع				qalsadi-nouns
نطافة	نطف				qalsadi-nouns
نطاق	نطق	نطق			qalsadi-nouns
نطحة	نطح				qalsadi-nouns
نطس	نطس				qalsadi-nouns
نطع	نطع	نطوع	انطاع	انطع	qalsadi-nouns
نطعي	نطع				qalsadi-nouns
نطفة	نطف	نطاف	نطف		qalsadi-nouns
نطفة	نطف				qalsadi-nouns
نطق	نطق				qalsadi-nouns
نطل	نطل				qalsadi-nouns
نطيح	نطح	مءنطحا	نطاءحمفعول		qalsadi-nouns
نطيط	نطط				qalsadi-nouns
نظاراتي	نظر				qalsadi-nouns
نظارة	نظر	ات			qalsadi-nouns
نظارة	نظر	مفردناظر			qalsadi-nouns
نظافة	نظف				qalsadi-nouns
نظام	نظم	نظم	انظمة		qalsadi-nouns
نظام	نظم				qalsadi-nouns
نظامي	نظم				qalsadi-nouns
نظر	نظر	انظار			qalsadi-nouns
نظرة	نظر				qalsadi-nouns
نظري	نظر				qalsadi-nouns
نظرية	نظر				qalsadi-nouns
نظم	نظم				qalsadi-nouns
نظورة	نظر				qalsadi-nouns
نظير	نظر	نظراء	نظاءر		qalsadi-nouns
نظيف	نظف	نظفاء	نظاف		qalsadi-nouns
نظيم	نظم				qalsadi-nouns
نعاب	نعب				qalsadi-nouns
نعاج	نعج	مفردنعجة			qalsadi-nouns
نعاس	نعس				qalsadi-nouns
نعاق	نعق				qalsadi-nouns
نعاما	نعم	نعاءم			qalsadi-nouns
نعب	نعب				qalsadi-nouns
نعت	نعت	نعوت			qalsadi-nouns
نعر	نعر				qalsadi-nouns
نعرة	نعر	نعر			qalsadi-nouns
نعرة	نعر				qalsadi-nouns
نعسا	نعس	نعاسمءنثنعسان			qalsadi-nouns
نعسان	نعس	نعاس			qalsadi-nouns
نعش	نعش				qalsadi-nouns
نعل	نعل	نعال	انعل		qalsadi-nouns
نعلة	نعل	نعال	انعل		qalsadi-nouns
نعم	نعم	انعم			qalsadi-nouns
نعم	نعم	انعامجاناعيم			qalsadi-nouns
نعما	نعم				qalsadi-nouns
نعماء	نعم	انعم			qalsadi-nouns
نعمان	نعم				qalsadi-nouns
نعمة	نعم				qalsadi-nouns
نعمة	نعم	نعم	انعم	نعمات	qalsadi-nouns
نعناع	نعنع				qalsadi-nouns
نعنع	نعنع				qalsadi-nouns
نعنعة	نعنع				qalsadi-nouns
نعور	نعر				qalsadi-nouns
نعومة	نعم				qalsadi-nouns
نعي	نعي				qalsadi-nouns
نعي	نعي	نعايا			qalsadi-nouns
نعيب	نعب				qalsadi-nouns
نعير	نعر				qalsadi-nouns
نعيق	نعق				qalsadi-nouns
نعيم	نعم				qalsadi-nouns
نعيمة	نعم				qalsadi-nouns
نغصة	نغص	نغص			qalsadi-nouns
نغل	نغل				qalsadi-nouns
نغم	نغم	انغام			qalsadi-nouns
نغمة	نغم				qalsadi-nouns
نغوم	نغم				qalsadi-nouns
نغيل	نغل				qalsadi-nouns
نفاث	نفث				qalsadi-nouns
نفاثة	نفث				qalsadi-nouns
نفاح	نفح				qalsadi-nouns
نفاخ	نفخ				qalsadi-nouns
نفاخة	نفخ				qalsadi-nouns
نفاد	نفد				qalsadi-nouns
نفاذ	نفذ				qalsadi-nouns
نفار	نفر				qalsadi-nouns
نفاس	نفس				qalsadi-nouns
نفاض	نفض	نفض			qalsadi-nouns
نفاطة	نفط				qalsadi-nouns
نفاع	نفع				qalsadi-nouns
نفاق	نفق				qalsadi-nouns
نفاوة	نفو				qalsadi-nouns
نفاية	نفي				qalsadi-nouns
نفث	نفث				qalsadi-nouns
نفثة	نفث				qalsadi-nouns
نفح	نفح				qalsadi-nouns
نفحة	نفح				qalsadi-nouns
نفخة	نفخ				qalsadi-nouns
نفذ	نفذ	انفاذ			qalsadi-nouns
نفر	نفر	انفار			qalsadi-nouns
نفر	نفر				qalsadi-nouns
نفرة	نفر				qalsadi-nouns
نفس	نفس	انفس	نفوسمذ	مء	qalsadi-nouns
نفس	نفس	انفاس			qalsadi-nouns
نفساء	نفس	نفاس	نفساوات		qalsadi-nouns
نفسي	نفس				qalsadi-nouns
نفش	نفش				qalsadi-nouns
نفض	نفض	نفض			qalsadi-nouns
نفض	نفض				qalsadi-nouns
نفط	نفط				qalsadi-nouns
نفطة	نفط	نفاط			qalsadi-nouns
نفع	نفع				qalsadi-nouns
نفعي	نفع				qalsadi-nouns
نفعية	نفع				qalsadi-nouns
نفق	نفق	انفاق			qalsadi-nouns
نفقة	نفق				qalsadi-nouns
نفل	نفل	نفال	انفال		qalsadi-nouns
نفل	نفل				qalsadi-nouns
نفوذ	نفذ				qalsadi-nouns
نفور	نفر				qalsadi-nouns
نفورة	نفر				qalsadi-nouns
نفي	نفي				qalsadi-nouns
نفير	نفر	انفار			qalsadi-nouns
نفيس	نفس	نفاس			qalsadi-nouns
نقا	نقو	انقاء			qalsadi-nouns
نقاب	نقب	نقب			qalsadi-nouns
نقابة	نقب				qalsadi-nouns
نقابي	نقب				qalsadi-nouns
نقاة	نقو				qalsadi-nouns
نقاد	نقد				qalsadi-nouns
نقار	نقر				qalsadi-nouns
نقارة	نقر				qalsadi-nouns
نقاش	نقش				qalsadi-nouns
نقاشة	نقش				qalsadi-nouns
نقاع	نقع	انقعة			qalsadi-nouns
نقاق	نقق				qalsadi-nouns
نقال	نقل				qalsadi-nouns
نقانق	نقنق	مفردنقنق			qalsadi-nouns
نقاهة	نقه				qalsadi-nouns
نقاوة	نقو	نقاء			qalsadi-nouns
نقب	نقب	انقاب			qalsadi-nouns
نقبة	نقب	نقب			qalsadi-nouns
نقد	نقد	نقود			qalsadi-nouns
نقدي	نقد				qalsadi-nouns
نقذ	نقذ				qalsadi-nouns
نقر	نقر				qalsadi-nouns
نقرة	نقر				qalsadi-nouns
نقرس	نقرس	نقارس			qalsadi-nouns
نقس	نقس	انقاس			qalsadi-nouns
نقش	نقش	نقوش			qalsadi-nouns
نقص	نقص				qalsadi-nouns
نقصان	نقص				qalsadi-nouns
نقض	نقض	انقاض	نقوض		qalsadi-nouns
نقض	نقض				qalsadi-nouns
نقطة	نقط	نقط	نقاط		qalsadi-nouns
نقع	نقع	انقع	نقاع	نقوع	qalsadi-nouns
نقف	نقف	انقاف			qalsadi-nouns
نقل	نقل				qalsadi-nouns
نقل	نقل	نقول			qalsadi-nouns
نقلة	نقل	نقل			qalsadi-nouns
نقمة	نقم	نقم			qalsadi-nouns
نقنق	نقنق	نقانق			qalsadi-nouns
نقه	نقه	نقة			qalsadi-nouns
نقود	نقد	مفردنقد			qalsadi-nouns
نقوط	نقط				qalsadi-nouns
نقوع	نقع				qalsadi-nouns
نقي	نقو	انقاء			qalsadi-nouns
نقي	نقو	و	انقياء		qalsadi-nouns
نقيب	نقب	نقباء			qalsadi-nouns
نقيبة	نقب	نقاءب			qalsadi-nouns
نقير	نقر	انقرة			qalsadi-nouns
نقيرة	نقر	نقاءر			qalsadi-nouns
نقيصة	نقص	نقاءص			qalsadi-nouns
نقيض	نقض	نقاءض			qalsadi-nouns
نقيع	نقع	انقعة			qalsadi-nouns
نقيعة	نقع	نقاءع			qalsadi-nouns
نقيق	نقق				qalsadi-nouns
نكات	نكت				qalsadi-nouns
نكاح	نكح				qalsadi-nouns
نكاف	نكف				qalsadi-nouns
نكال	نكل				qalsadi-nouns
نكاية	نكي				qalsadi-nouns
نكب	نكب				qalsadi-nouns
نكبة	نكب				qalsadi-nouns
نكتة	نكت	نكت	نكات		qalsadi-nouns
نكث	نكث	انكاث			qalsadi-nouns
نكث	نكث				qalsadi-nouns
نكد	نكد				qalsadi-nouns
نكد	نكد	انكاد	جمناكيد		qalsadi-nouns
نكر	نكر	انكار			qalsadi-nouns
نكراء	نكر				qalsadi-nouns
نكران	نكر				qalsadi-nouns
نكرة	نكر				qalsadi-nouns
نكش	نكش				qalsadi-nouns
نكفة	نكف	مفردنكف			qalsadi-nouns
نكل	نكل	انكال	نكول		qalsadi-nouns
نكهة	نكه				qalsadi-nouns
نكير	نكر				qalsadi-nouns
نم	نمم				qalsadi-nouns
نماء	نمي				qalsadi-nouns
نمام	نمم				qalsadi-nouns
نمرة	نمر	نمر			qalsadi-nouns
نمرق	نمرق	نمارق			qalsadi-nouns
نمس	نمس				qalsadi-nouns
نمش	نمش				qalsadi-nouns
نمط	نمط	انماط	نماط		qalsadi-nouns
نمق	نمق				qalsadi-nouns
نمل	نمل				qalsadi-nouns
نملة	نمل	نمل	نمال		qalsadi-nouns
نمنمة	نمنم				qalsadi-nouns
نمو	نمو				qalsadi-nouns
نمير	نمر				qalsadi-nouns
نميم	نمم	نماءم			qalsadi-nouns
نها	نهي	نهية			qalsadi-nouns
نهاءي	نهي				qalsadi-nouns
نهاب	نهب				qalsadi-nouns
نهار	نهر	انهر	نهر		qalsadi-nouns
نهام	نهم	نهم			qalsadi-nouns
نهامي	نهم				qalsadi-nouns
نهاية	نهي				qalsadi-nouns
نهب	نهب				qalsadi-nouns
نهبة	نهب				qalsadi-nouns
نهج	نهج	نهج	نهوج		qalsadi-nouns
نهج	نهج				qalsadi-nouns
نهد	نهد	نهود			qalsadi-nouns
نهر	نهر	انهر	انهار		qalsadi-nouns
نهضة	نهض	نهاض			qalsadi-nouns
نهكة	نهك				qalsadi-nouns
نهلان	نهل	نهال			qalsadi-nouns
نهم	نهم				qalsadi-nouns
نهمة	نهم				qalsadi-nouns
نهوض	نهض				qalsadi-nouns
نهي	نهي				qalsadi-nouns
نهية	نهي	نها			qalsadi-nouns
نهيم	نهم				qalsadi-nouns
نو	نوا				qalsadi-nouns
نوء	نوا	انواء			qalsadi-nouns
نوا	نوي	انواء			qalsadi-nouns
نوابغ	نبغ	مفردنابغة			qalsadi-nouns
نواة	نوي	نوا	نويات		qalsadi-nouns
نواجذ	نجذ	مفردناجذة			qalsadi-nouns
نواح	نوح				qalsadi-nouns
نوادر	ندر	مفردنادرة			qalsadi-nouns
نوار	نور				qalsadi-nouns
نوارة	نور				qalsadi-nouns
نوارة	نور	نوار	نواوير		qalsadi-nouns
نوازل	نزل	مفردنازلة			qalsadi-nouns
نواس	نوس				qalsadi-nouns
نواسخ	نسخ	مفردناسخ			qalsadi-nouns
نواصب	نصب	مفردناصبة			qalsadi-nouns
نوال	نول				qalsadi-nouns
نوام	نوم				qalsadi-nouns
نوب	نوب				qalsadi-nouns
نوبة	نوب	نوب			qalsadi-nouns
نوتي	نوت	نواتي	نوتية		qalsadi-nouns
نوح	نوح				qalsadi-nouns
نوحة	نوح				qalsadi-nouns
نور	نور				qalsadi-nouns
نور	نور	انوار			qalsadi-nouns
نوراني	نور				qalsadi-nouns
نورج	نورج	نوارج			qalsadi-nouns
نوروز	نورز				qalsadi-nouns
نوطة	نوط				qalsadi-nouns
نوع	نوع	انواع			qalsadi-nouns
نوع	نوع				qalsadi-nouns
نوعة	نوع				qalsadi-nouns
نوعي	نوع				qalsadi-nouns
نوفل	نفل				qalsadi-nouns
نوق	نوق	مفردناقة			qalsadi-nouns
نوق	نوق				qalsadi-nouns
نول	نول	انوال			qalsadi-nouns
نولة	نول				qalsadi-nouns
نوم	نوم	رجلنوم			qalsadi-nouns
نوم	نوم				qalsadi-nouns
نومة	نوم				qalsadi-nouns
نون	نون				qalsadi-nouns
نوه	نمه				qalsadi-nouns
نوهة	نوه				qalsadi-nouns
نووي	نوي	ج			qalsadi-nouns
نوي	نوي				qalsadi-nouns
نيء	نيا				qalsadi-nouns
نيابة	نيب				qalsadi-nouns
نيابي	نوب				qalsadi-nouns
نياط	نوط	انوطة	نوط		qalsadi-nouns
نية	نوي	نيات			qalsadi-nouns
نير	نير	مثنانيراننيران			qalsadi-nouns
نير	نير	انيار	نيران		qalsadi-nouns
نير	نير				qalsadi-nouns
نيرة	نور				qalsadi-nouns
نيروز	نورز				qalsadi-nouns
نيزك	نزك	نيازك			qalsadi-nouns
نيط	نوط				qalsadi-nouns
نيفق	نفق				qalsadi-nouns
نيل	نيل				qalsadi-nouns
نيل	نول				qalsadi-nouns
هاءب	هيب				qalsadi-nouns
هاءج	هيج	هواءج			qalsadi-nouns
هاءد	هود	هود			qalsadi-nouns
هاءف	هيف				qalsadi-nouns
هاءل	هول				qalsadi-nouns
هاءم	هيم	هيم	هيام		qalsadi-nouns
هابط	هبط				qalsadi-nouns
هابل	هبل				qalsadi-nouns
هاتف	هتف	هواتف			qalsadi-nouns
هاتفي	هتف				qalsadi-nouns
هاجد	هجد	ون	ات	هجود	qalsadi-nouns
هاجر	هجر	ون	ات	هواجر	qalsadi-nouns
هاجس	هجس	هواجس			qalsadi-nouns
هاجع	هجع	تون	هجوعوهجع	هواجع	qalsadi-nouns
هاجي	هجو				qalsadi-nouns
هاد	هدد				qalsadi-nouns
هادء	هدا				qalsadi-nouns
هادر	هدر	هوادر			qalsadi-nouns
هادف	هدف	هوادف			qalsadi-nouns
هادل	هدل				qalsadi-nouns
هادم	هدم				qalsadi-nouns
هادي	هدي	ون	هداة	هواد	qalsadi-nouns
هاذر	هذر				qalsadi-nouns
هارب	هرب				qalsadi-nouns
هاز	هزز				qalsadi-nouns
هازء	هزا				qalsadi-nouns
هازل	هزل				qalsadi-nouns
هازمة	هزم	هوازم			qalsadi-nouns
هاشم	هشم	هشم	هواشم		qalsadi-nouns
هاضم	هضم				qalsadi-nouns
هاضوم	هضم	هواضيم			qalsadi-nouns
هاطل	هطل				qalsadi-nouns
هالة	هول،هيل				qalsadi-nouns
هالك	هلك	هلكا	هوالك		qalsadi-nouns
هامة	همم				qalsadi-nouns
هامد	همد	ون	اتهوامد		qalsadi-nouns
هامر	همر				qalsadi-nouns
هامز	همز	ون	ات	هماز	qalsadi-nouns
هامس	همس				qalsadi-nouns
هامش	همش	هوامش			qalsadi-nouns
هامع	همع	هوامع			qalsadi-nouns
هامل	همل	هوامل	همولة	همل	qalsadi-nouns
هانء	هنا				qalsadi-nouns
هاون	هون	هواوين			qalsadi-nouns
هاوي	هوي	هواة			qalsadi-nouns
هاوي	هوي	ون			qalsadi-nouns
هباء	هبو	اهباء			qalsadi-nouns
هباءة	هبو				qalsadi-nouns
هباب	هبب				qalsadi-nouns
هبالة	هبل				qalsadi-nouns
هبة	هبب				qalsadi-nouns
هبة	وهب	هبات			qalsadi-nouns
هبر	هبر				qalsadi-nouns
هبرة	هبر	واحدةالهبرللحم			qalsadi-nouns
هبرية	هبر				qalsadi-nouns
هبهاب	هبهب				qalsadi-nouns
هبوب	هبب				qalsadi-nouns
هبوط	هبط				qalsadi-nouns
هبول	هبل				qalsadi-nouns
هت	هتت				qalsadi-nouns
هتات	هتت				qalsadi-nouns
هتاف	هتف				qalsadi-nouns
هتر	هتر				qalsadi-nouns
هتف	هتف				qalsadi-nouns
هتفا	هتف				qalsadi-nouns
هتك	هتك				qalsadi-nouns
هتكة	هتك				qalsadi-nouns
هتوف	هتف				qalsadi-nouns
هتون	هتن				qalsadi-nouns
هجا	هجا				qalsadi-nouns
هجاء	هجو				qalsadi-nouns
هجاة	هجا				qalsadi-nouns
هجان	هجن				qalsadi-nouns
هجان	هجن	هجن	هجاءن		qalsadi-nouns
هجانة	هجن				qalsadi-nouns
هجر	هجر				qalsadi-nouns
هجرة	هجر				qalsadi-nouns
هجس	هجس				qalsadi-nouns
هجعة	هجع	هجعات			qalsadi-nouns
هجمة	هجم				qalsadi-nouns
هجنة	هجن	هجن			qalsadi-nouns
هجو	هجو				qalsadi-nouns
هجود	هجد				qalsadi-nouns
هجود	هجد	هجود	هجد		qalsadi-nouns
هجوم	هجم				qalsadi-nouns
هجيج	هجج				qalsadi-nouns
هجير	هجر	هجر			qalsadi-nouns
هجيرة	هجر				qalsadi-nouns
هجيع	هجع				qalsadi-nouns
هجين	هجن	هجن	هجناء	هواجن	qalsadi-nouns
هد	هدد				qalsadi-nouns
هدا	هدي				qalsadi-nouns
هداب	هدب				qalsadi-nouns
هداة	هدا	ء			qalsadi-nouns
هداج	هدج				qalsadi-nouns
هدار	هدر				qalsadi-nouns
هدال	هدل				qalsadi-nouns
هدام	هدم				qalsadi-nouns
هداية	هدا				qalsadi-nouns
هدب	هدب	اهداب			qalsadi-nouns
هدباء	هدب	مءنثاهدب			qalsadi-nouns
هدبة	هدب	واحدةالهدب			qalsadi-nouns
هدة	هدد				qalsadi-nouns
هدر	هدر				qalsadi-nouns
هدف	هدف	اهداف			qalsadi-nouns
هدم	هدم	اهدام	هدام		qalsadi-nouns
هدم	هدم				qalsadi-nouns
هدنة	هدن	هدن			qalsadi-nouns
هدهد	هدهد	هداهد			qalsadi-nouns
هدهدة	هدهد				qalsadi-nouns
هدوء	هدا				qalsadi-nouns
هدي	هدي				qalsadi-nouns
هدية	هدا	هدايا			qalsadi-nouns
هدية	هذي				qalsadi-nouns
هدية	هدي				qalsadi-nouns
هدير	هدر				qalsadi-nouns
هديل	هدل				qalsadi-nouns
هذاء	هذا				qalsadi-nouns
هذاء	هذي				qalsadi-nouns
هذار	هذر				qalsadi-nouns
هذر	هذر				qalsadi-nouns
هذيان	هذي				qalsadi-nouns
هر	هرر	هررة			qalsadi-nouns
هراء	هرا				qalsadi-nouns
هرار	هرر				qalsadi-nouns
هراس	هرس				qalsadi-nouns
هراوة	هرو	هراوا			qalsadi-nouns
هرج	هرج				qalsadi-nouns
هرس	هرس				qalsadi-nouns
هرطقة	هرطق				qalsadi-nouns
هرطوقي	هرطق	هراطقة			qalsadi-nouns
هرع	هرع				qalsadi-nouns
هرم	هرم	اهرام			qalsadi-nouns
هرم	هرم	هرما			qalsadi-nouns
هرهور	هرهر	هراهير			qalsadi-nouns
هروب	هرب				qalsadi-nouns
هرور	هرر				qalsadi-nouns
هري	هري	اهراء			qalsadi-nouns
هريء	هرا				qalsadi-nouns
هريءة	هرا				qalsadi-nouns
هرير	هرر				qalsadi-nouns
هريرة	هرر				qalsadi-nouns
هريس	هرس				qalsadi-nouns
هريسة	هرس				qalsadi-nouns
هزء	هزا				qalsadi-nouns
هزاة	هزا				qalsadi-nouns
هزار	هزر	ات			qalsadi-nouns
هزال	هزل				qalsadi-nouns
هزالة	هزل				qalsadi-nouns
هزبر	هزبر	هزابر			qalsadi-nouns
هزة	هزز				qalsadi-nouns
هزج	هزج	اهزاج			qalsadi-nouns
هزع	هزع				qalsadi-nouns
هزل	هزل				qalsadi-nouns
هزم	هزم	هزوم			qalsadi-nouns
هزهز	هزهز				qalsadi-nouns
هزهزة	هزهز	هزاهز			qalsadi-nouns
هزيج	هزج				qalsadi-nouns
هزيز	هزز				qalsadi-nouns
هزيع	هزع	هزع			qalsadi-nouns
هزيل	هزل	هزلا			qalsadi-nouns
هزيم	هزم				qalsadi-nouns
هزيمة	هزم	هزاءم			qalsadi-nouns
هسهسة	هسهس				qalsadi-nouns
هسيس	هسس				qalsadi-nouns
هش	هشش				qalsadi-nouns
هشاش	هشهش				qalsadi-nouns
هشاشة	هشش				qalsadi-nouns
هشام	هشم				qalsadi-nouns
هشم	هشم	هشوم			qalsadi-nouns
هشم	هشم				qalsadi-nouns
هشوش	هشش				qalsadi-nouns
هشيم	هشم				qalsadi-nouns
هشيمة	هشم				qalsadi-nouns
هصور	هصر				qalsadi-nouns
هضام	هضم				qalsadi-nouns
هضب	هضب				qalsadi-nouns
هضبة	هضب	هضاب			qalsadi-nouns
هضلاء	هضل				qalsadi-nouns
هضم	هضم				qalsadi-nouns
هضمي	هضم				qalsadi-nouns
هضوم	هضم	هضم			qalsadi-nouns
هضيم	هضم	هضاءم			qalsadi-nouns
هطال	هطل				qalsadi-nouns
هطل	هطل				qalsadi-nouns
هف	هفف				qalsadi-nouns
هفاف	هفف				qalsadi-nouns
هفت	هفت				qalsadi-nouns
