word_with_harakat	unvocalized	unmarked	root	kind	source
مُتَهَدِّجٌ	متهدج	تهدج	تهدج	Subject	asmai-derivations
مُتَهَدِّمٌ	متهدم	تهدم	تهدم	Subject	asmai-derivations
مُتَهَذِّبٌ	متهذب	تهذب	تهذب	Subject	asmai-derivations
مُتَهَكِّمٌ	متهكم	تهكم	تهكم	Subject	asmai-derivations
مُتَهَلِّلٌ	متهلل	تهلل	تهلل	Subject	asmai-derivations
مُتَّهِمٌ	متهم	اتهم	اتهم	Subject	asmai-derivations
مُتَهَوِّرٌ	متهور	تهور	تهور	Subject	asmai-derivations
مُتَهَيِّبٌ	متهيب	تهيب	تهيب	Subject	asmai-derivations
مُتَوَاتِرٌ	متواتر	تواتر	تواتر	Subject	asmai-derivations
مُتَوَارِي	متواري	توارا	توارا	Subject	asmai-derivations
مُتَوَازِنٌ	متوازن	توازن	توازن	Subject	asmai-derivations
مُتَوَازِي	متوازي	توازا	توازا	Subject	asmai-derivations
مُتَوَاصِلٌ	متواصل	تواصل	تواصل	Subject	asmai-derivations
مُتَوَاضِعٌ	متواضع	تواضع	تواضع	Subject	asmai-derivations
مُتَوَاطِئٌ	متواطء	تواطا	تواطا	Subject	asmai-derivations
مُتَوَافِرٌ	متوافر	توافر	توافر	Subject	asmai-derivations
مُتَوَافِقٌ	متوافق	توافق	توافق	Subject	asmai-derivations
مُتَوَالِي	متوالي	توالا	توالا	Subject	asmai-derivations
مُتَوَانِي	متواني	توانا	توانا	Subject	asmai-derivations
مُتَوَتِّرٌ	متوتر	توتر	توتر	Subject	asmai-derivations
مُتَوَحِّدٌ	متوحد	توحد	توحد	Subject	asmai-derivations
مُتَوَحِّشٌ	متوحش	توحش	توحش	Subject	asmai-derivations
مُتَوَرِّمٌ	متورم	تورم	تورم	Subject	asmai-derivations
مُتَوَسِّدٌ	متوسد	توسد	توسد	Subject	asmai-derivations
مُتَوَسِّطٌ	متوسط	توسط	توسط	Subject	asmai-derivations
مُتَوَسِّلٌ	متوسل	توسل	توسل	Subject	asmai-derivations
مُتَوَطِّدٌ	متوطد	توطد	توطد	Subject	asmai-derivations
مُتَوَظِّفٌ	متوظف	توظف	توظف	Subject	asmai-derivations
مُتَوَعِّدٌ	متوعد	توعد	توعد	Subject	asmai-derivations
مُتَوَعِّكٌ	متوعك	توعك	توعك	Subject	asmai-derivations
مُتَوَفّىً	متوفا	توفا	توفا	Predicate	asmai-derivations
مُتَوَفِّي	متوفي	توفا	توفا	Subject	asmai-derivations
متوفيك	متوفيك	متوفي	وفي	derived	sarf-derivations
مُتَوَقِّدٌ	متوقد	توقد	توقد	Subject	asmai-derivations
مُتَوَقِّعٌ	متوقع	توقع	توقع	Subject	asmai-derivations
مُتَوَكِّئٌ	متوكء	توكا	توكا	Subject	asmai-derivations
مُتَوَكِّلٌ	متوكل	توكل	توكل	Subject	asmai-derivations
مُتَوَلِّدٌ	متولد	تولد	تولد	Subject	asmai-derivations
مُتَوَهِّجٌ	متوهج	توهج	توهج	Subject	asmai-derivations
مُتَوَهِّمٌ	متوهم	توهم	توهم	Subject	asmai-derivations
مُتَيَسِّرٌ	متيسر	تيسر	تيسر	Subject	asmai-derivations
مُتَيَقِّظٌ	متيقظ	تيقظ	تيقظ	Subject	asmai-derivations
مُتَيَّمٌ	متيم	تيم	تيم	Predicate	asmai-derivations
متين	متين	متين		derived	sarf-derivations
مَثَّ	مث	مث	مث	صحيح	qutrub
مَثْؤُوبٌ	مثءوب	تثاءب	تثاءب	Predicate	asmai-derivations
مثابة	مثابة	مثابة	ثوب	derived	sarf-derivations
مُثَابِرٌ	مثابر	ثابر	ثابر	Subject	asmai-derivations
مُثَابَرَةٌ	مثابرة	ثابر	ثابر	Added	asmai-derivations
مثاني	مثاني	مثاني	ثني	derived	sarf-derivations
مُثْبَتٌ	مثبت	اثبت	اثبت	Predicate	asmai-derivations
مُثَبَّتٌ	مثبت	ثبت	ثبت	Predicate	asmai-derivations
مُثَبِّطٌ	مثبط	ثبط	ثبط	Subject	asmai-derivations
مثبورا	مثبورا	مثبور	ثبر	derived	sarf-derivations
مَثَجَ	مثج	مثج	مثج	صحيح	qutrub
مُثْخَنٌ	مثخن	اثخن	اثخن	Predicate	asmai-derivations
مَثَدَ	مثد	مثد	مثد	صحيح	qutrub
مَثْرودٌ	مثرود	ثرد	ثرد	Predicate	asmai-derivations
مُثْرِي	مثري	اثرا	اثرا	Subject	asmai-derivations
مثقال	مثقال	مثقال	ثقل	derived	sarf-derivations
مُثَقِّفٌ	مثقف	ثقف	ثقف	Subject	asmai-derivations
مُثْقَلٌ	مثقل	اثقل	اثقل	Predicate	asmai-derivations
مثقلة	مثقلة	مثقلة		derived	sarf-derivations
مثقلون	مثقلون	مثقل	ثقل	derived	sarf-derivations
مَثَّلَ	مثل	مثل	مثل	صحيح	qutrub
مثل	مثل	مثل	مثل	derived	sarf-derivations
مثلا	مثلا	مثل	مثل	derived	sarf-derivations
مُثَلَّثٌ	مثلث	ثلث	ثلث	Predicate	asmai-derivations
مُثَلِّجٌ	مثلج	ثلج	ثلج	Subject	asmai-derivations
مُثْلِجٌ	مثلج	اثلج	اثلج	Subject	asmai-derivations
مثلكم	مثلكم	مثل	مثل	derived	sarf-derivations
مثلنا	مثلنا	مثلنا		derived	sarf-derivations
مثله	مثله	مثل	مثل	derived	sarf-derivations
مثلها	مثلها	مثل	مثل	derived	sarf-derivations
مثلهم	مثلهم	مثل	مثل	derived	sarf-derivations
مثلهن	مثلهن	مثل	مثل	derived	sarf-derivations
مثليها	مثليها	مثل	مثل	derived	sarf-derivations
مثليهم	مثليهم	مثل	مثل	derived	sarf-derivations
مُثْمِر	مثمر	اثمر	اثمر	Subject	asmai-derivations
مُثَمِّنٌ	مثمن	ثمن	ثمن	Subject	asmai-derivations
مَثِنَ	مثن	مثن	مثن	صحيح	qutrub
مثنى	مثنا	مثنا	ثني	derived	sarf-derivations
مُثَنًّى	مثنا	ثنا	ثنا	Predicate	asmai-derivations
مثوى	مثوا	مثوا	ثوي	derived	sarf-derivations
مثواكم	مثواكم	مثوا	ثوي	derived	sarf-derivations
مثواه	مثواه	مثوا	ثوي	derived	sarf-derivations
مثواي	مثواي	مثوا	ثوي	derived	sarf-derivations
مثوبة	مثوبة	مثوبة	ثوب	derived	sarf-derivations
مُثُولٌ	مثول	مثل	مثل	Added	asmai-derivations
مُثِيرٌ	مثير	اثار	اثار	Subject	asmai-derivations
مَجَّ	مج	مج	مج	صحيح	qutrub
مُجَابَهَةٌ	مجابهة	جابه	جابه	Added	asmai-derivations
مُجَادِلٌ	مجادل	جادل	جادل	Subject	asmai-derivations
مُجَادَلَةٌ	مجادلة	جادل	جادل	Added	asmai-derivations
مُجَارَاةٌ	مجاراة	جارا	جارا	Added	asmai-derivations
مَجَازٌ	مجاز	جاز	جاز	Added	asmai-derivations
مُجَازَاةٌ	مجازاة	جازا	جازا	Added	asmai-derivations
مُجَازِفٌ	مجازف	جازف	جازف	Subject	asmai-derivations
مُجَازَفَةٌ	مجازفة	جازف	جازف	Added	asmai-derivations
مجَاعَةٌ	مجاعة	جاع	جاع	Added	asmai-derivations
مُجَافَاةٌ	مجافاة	جافا	جافا	Added	asmai-derivations
مُجَالَسَةٌ	مجالسة	جالس	جالس	Added	asmai-derivations
مُجَامَعَةٌ	مجامعة	جامع	جامع	Added	asmai-derivations
مُجَامِلٌ	مجامل	جامل	جامل	Subject	asmai-derivations
مُجَامَلَةٌ	مجاملة	جامل	جامل	Added	asmai-derivations
مُجَانِبٌ	مجانب	جانب	جانب	Subject	asmai-derivations
مُجَانَبَةٌ	مجانبة	جانب	جانب	Added	asmai-derivations
مُجَانِسٌ	مجانس	جانس	جانس	Subject	asmai-derivations
مُجَانَسَةٌ	مجانسة	جانس	جانس	Added	asmai-derivations
مُجَاهِدٌ	مجاهد	جاهد	جاهد	Subject	asmai-derivations
مُجَاهَدَةٌ	مجاهدة	جاهد	جاهد	Added	asmai-derivations
مُجَاهَرَةٌ	مجاهرة	جاهر	جاهر	Added	asmai-derivations
مُجَاوَبَةٌ	مجاوبة	جاوب	جاوب	Added	asmai-derivations
مُجَاوِرٌ	مجاور	جاور	جاور	Subject	asmai-derivations
مُجَاوَرَةٌ	مجاورة	جاور	جاور	Added	asmai-derivations
مُجَاوَزَةٌ	مجاوزة	جاوز	جاوز	Added	asmai-derivations
مُجْبَرٌ	مجبر	اجبر	اجبر	Predicate	asmai-derivations
مُجَبِّرٌ	مجبر	جبر	جبر	Subject	asmai-derivations
مَجْبُورٌ	مجبور	جبر	جبر	Predicate	asmai-derivations
مَجْبُولٌ	مجبول	جبل	جبل	Predicate	asmai-derivations
مُجْتَثٌّ	مجتث	اجتث	اجتث	Predicate	asmai-derivations
مُجْتَرّ	مجتر	اجتر	اجتر	Subject	asmai-derivations
مُجْتَمَعٌ	مجتمع	اجتمع	اجتمع	Predicate	asmai-derivations
مجتمعون	مجتمعون	مجتمع	جمع	derived	sarf-derivations
مَجَّجَ	مجج	مجج	مجج	صحيح	qutrub
مُجْحِفٌ	مجحف	اجحف	اجحف	Subject	asmai-derivations
مَجَّدَ	مجد	مجد	مجد	صحيح	qutrub
مَجْدٌ	مجد	مجد	مجد	Added	asmai-derivations
مُجِدٌّ	مجد	جد	جد	Subject	asmai-derivations
مُجْدِبٌ	مجدب	اجدب	اجدب	Subject	asmai-derivations
مُجَدِّدٌ	مجدد	جدد	جدد	Subject	asmai-derivations
مُجَدَّرٌ	مجدر	جدر	جدر	Predicate	asmai-derivations
مَجْدُورٌ	مجدور	جدر	جدر	Predicate	asmai-derivations
مَجْدُولٌ	مجدول	جدل	جدل	Predicate	asmai-derivations
مَجْذُوبٌ	مجذوب	جذب	جذب	Predicate	asmai-derivations
مجذوذ	مجذوذ	مجذوذ	جذذ	derived	sarf-derivations
مَجْذُورٌ	مجذور	جذر	جذر	Predicate	asmai-derivations
مَجْذُومٌ	مجذوم	جذم	جذم	Predicate	asmai-derivations
مَجِرَ	مجر	مجر	مجر	صحيح	qutrub
مجراها	مجراها	مجرا	جرا	derived	sarf-derivations
مُجَرِّبٌ	مجرب	جرب	جرب	Subject	asmai-derivations
مُجَرَّدٌ	مجرد	جرد	جرد	Predicate	asmai-derivations
مُجْرِمٌ	مجرم	اجرم	اجرم	Subject	asmai-derivations
مجرما	مجرما	مجرما		derived	sarf-derivations
مجرمون	مجرمون	مجرم	جرم	derived	sarf-derivations
مجرمين	مجرمين	مجرم	جرم	derived	sarf-derivations
مجرميها	مجرميها	مجرم	جرم	derived	sarf-derivations
مَجْرُوحٌ	مجروح	جرح	جرح	Predicate	asmai-derivations
مَجْرُورٌ	مجرور	جر	جر	Predicate	asmai-derivations
مُجَزَّأٌ	مجزا	جزا	جزا	Predicate	asmai-derivations
مَجَّسَ	مجس	مجس	مجس	صحيح	qutrub
مُجَسَّدٌ	مجسد	جسد	جسد	Predicate	asmai-derivations
مُجَسَّمٌ	مجسم	جسم	جسم	Predicate	asmai-derivations
مَجَّعَ	مجع	مجع	مجع	صحيح	qutrub
مُجَعَّدٌ	مجعد	جعد	جعد	Predicate	asmai-derivations
مُجَفَّفٌ	مجفف	جفف	جفف	Predicate	asmai-derivations
مُجْفِلٌ	مجفل	اجفل	اجفل	Subject	asmai-derivations
مَجِلَ	مجل	مجل	مجل	صحيح	qutrub
مُجَلْجِلٌ	مجلجل	جلجل	جلجل	Subject	asmai-derivations
مُجَلِّدٌ	مجلد	جلد	جلد	Subject	asmai-derivations
مُجَلِّي	مجلي	جلا	جلا	Subject	asmai-derivations
مُجَمِّدٌ	مجمد	جمد	جمد	Subject	asmai-derivations
مُجَمَّرٌ	مجمر	جمر	جمر	Predicate	asmai-derivations
مجمع	مجمع	مجمع	جمع	derived	sarf-derivations
مُجَمَّعٌ	مجمع	جمع	جمع	Predicate	asmai-derivations
مُجْمِعٌ	مجمع	اجمع	اجمع	Subject	asmai-derivations
مُجْمَلٌ	مجمل	اجمل	اجمل	Predicate	asmai-derivations
مجموع	مجموع	مجموع	جمع	derived	sarf-derivations
مَجَنَ	مجن	مجن	مجن	صحيح	qutrub
مُجَنِّبٌ	مجنب	جنب	جنب	Subject	asmai-derivations
مُجَنَّحٌ	مجنح	جنح	جنح	Predicate	asmai-derivations
مجنون	مجنون	مجنون	جنن	derived	sarf-derivations
مَجْنُونٌ	مجنون	اجن	اجن	Predicate	asmai-derivations
مَجْنِيٌّ	مجني	جنا	جنا	Predicate	asmai-derivations
مُجَهِّزٌ	مجهز	جهز	جهز	Subject	asmai-derivations
مُجْهِضٌ	مجهض	اجهض	اجهض	Subject	asmai-derivations
مَجْهُودٌ	مجهود	جهد	جهد	Predicate	asmai-derivations
مَجْهُولٌ	مجهول	جهل	جهل	Predicate	asmai-derivations
مُجَوَّفٌ	مجوف	جوف	جوف	Predicate	asmai-derivations
مُجُونٌ	مجون	مجن	مجن	Added	asmai-derivations
مَجِيءٌ	مجيء	جاء	جاء	Added	asmai-derivations
مجيب	مجيب	مجيب	جوب	derived	sarf-derivations
مجُيِبٌ	مجيب	اجاب	اجاب	Subject	asmai-derivations
مجيد	مجيد	مجيد	مجد	derived	sarf-derivations
مُجِيدٌ	مجيد	اجاد	اجاد	Subject	asmai-derivations
مُجَيَّرٌ	مجير	جير	جير	Predicate	asmai-derivations
مُجِيرٌ	مجير	اجار	اجار	Subject	asmai-derivations
مُجِيزٌ	مجيز	اجاز	اجاز	Subject	asmai-derivations
مَحَّ	مح	مح	مح	صحيح	qutrub
مَحَى	محا	محا	محا	"ناقص يائي"	qutrub
مُحَابَاةٌ	محاباة	حابا	حابا	Added	asmai-derivations
مُحَابِي	محابي	حابا	حابا	Subject	asmai-derivations
مُحَاجَاةٌ	محاجاة	حاجا	حاجا	Added	asmai-derivations
مُحَاجَّةٌ	محاجة	حاج	حاج	Added	asmai-derivations
مُحَادَثَةٌ	محادثة	حادث	حادث	Added	asmai-derivations
مُحَاذَاةٌ	محاذاة	حاذا	حاذا	Added	asmai-derivations
مُحَاذَرَةٌ	محاذرة	حاذر	حاذر	Added	asmai-derivations
مُحَاذِي	محاذي	حاذا	حاذا	Subject	asmai-derivations
مُحَارِبٌ	محارب	حارب	حارب	Subject	asmai-derivations
مُحَارَبَةٌ	محاربة	حارب	حارب	Added	asmai-derivations
محاريب	محاريب	محاريب		derived	sarf-derivations
مُحَازَبَةٌ	محازبة	حازب	حازب	Added	asmai-derivations
مُحَاسِبٌ	محاسب	حاسب	حاسب	Subject	asmai-derivations
مُحَاسَبَةٌ	محاسبة	حاسب	حاسب	Added	asmai-derivations
مُحَاسَنَةٌ	محاسنة	حاسن	حاسن	Added	asmai-derivations
مُحَاشَاةٌ	محاشاة	حاشا	حاشا	Added	asmai-derivations
مُحَاصِرٌ	محاصر	حاصر	حاصر	Subject	asmai-derivations
مُحَاصَرَةٌ	محاصرة	حاصر	حاصر	Added	asmai-derivations
مُحَاضِرٌ	محاضر	حاضر	حاضر	Subject	asmai-derivations
مُحَاضَرَةٌ	محاضرة	حاضر	حاضر	Added	asmai-derivations
مُحَاطٌ	محاط	احاط	احاط	Predicate	asmai-derivations
مُحَافِظٌ	محافظ	حافظ	حافظ	Subject	asmai-derivations
مُحَافَظَةٌ	محافظة	حافظ	حافظ	Added	asmai-derivations
مُحَاكَاةٌ	محاكاة	حاكا	حاكا	Added	asmai-derivations
مُحَاكَمَةٌ	محاكمة	حاكم	حاكم	Added	asmai-derivations
مُحَاكِي	محاكي	حاكا	حاكا	Subject	asmai-derivations
مِحَالٌ	محال	محل،	محل،	Added	asmai-derivations
مُحَامِي	محامي	حاما	حاما	Subject	asmai-derivations
مُحَاوِرٌ	محاور	حاور	حاور	Subject	asmai-derivations
مُحَاوَرَةٌ	محاورة	حاور	حاور	Added	asmai-derivations
مُحَاوَلَةٌ	محاولة	حاول	حاول	Added	asmai-derivations
مُحَايِدٌ	محايد	حايد	حايد	Subject	asmai-derivations
مُحَايَدَةٌ	محايدة	حايد	حايد	Added	asmai-derivations
مُحِبٌّ	محب	احب	احب	Subject	asmai-derivations
مُحَبَّبٌ	محبب	حبب	حبب	Predicate	asmai-derivations
محبة	محبة	محبة		derived	sarf-derivations
مَحَبَّةٌ	محبة	حب	حب	Added	asmai-derivations
مُحَبَّرٌ	محبر	حبر	حبر	Predicate	asmai-derivations
مَحْبُوبٌ	محبوب	حب	حب	Predicate	asmai-derivations
مَحْبُوسٌ	محبوس	حبس	حبس	Predicate	asmai-derivations
مَحْبُوكٌ	محبوك	حبك	حبك	Predicate	asmai-derivations
مَحُتَ	محت	محت	محت	صحيح	qutrub
مُحْتَاطٌ	محتاط	احتاط	احتاط	Subject	asmai-derivations
مُحْتَالٌ	محتال	احتال	احتال	Subject	asmai-derivations
مُحْتَجٌّ	محتج	احتج	احتج	Subject	asmai-derivations
مُحْتَدٌّ	محتد	احتد	احتد	Subject	asmai-derivations
مُحْتَرِفٌ	محترف	احترف	احترف	Subject	asmai-derivations
مُحْتَرِمٌ	محترم	احترم	احترم	Subject	asmai-derivations
مُحْتَسِبٌ	محتسب	احتسب	احتسب	Subject	asmai-derivations
مُحْتَشِمٌ	محتشم	احتشم	احتشم	Subject	asmai-derivations
محتضر	محتضر	محتضر	حضر	derived	sarf-derivations
مُحْتَضَرٌ	محتضر	احتضر	احتضر	Predicate	asmai-derivations
مُحْتَفِلٌ	محتفل	احتفل	احتفل	Subject	asmai-derivations
مُحْتَقِرٌ	محتقر	احتقر	احتقر	Subject	asmai-derivations
مُحْتَكِرٌ	محتكر	احتكر	احتكر	Subject	asmai-derivations
