singular	plural	source
نافس	ات	qalsadi-nouns
نافط	نوافط	qalsadi-nouns
نافلة	نوافل	qalsadi-nouns
نافورة	نوافير	qalsadi-nouns
ناقة	نوق	qalsadi-nouns
ناقة	انواق	qalsadi-nouns
ناقد	ون	qalsadi-nouns
ناقد	ات	qalsadi-nouns
ناقد	نقاد	qalsadi-nouns
ناقر	ون	qalsadi-nouns
ناقر	ات	qalsadi-nouns
ناقر	نواقر	qalsadi-nouns
ناقص	نقص	qalsadi-nouns
ناقل	نقلة	qalsadi-nouns
ناقور	نواقير	qalsadi-nouns
ناقوس	نواقيس	qalsadi-nouns
ناكس	نواكس	qalsadi-nouns
ناموس	نواميس	qalsadi-nouns
ناهد	نهداء	qalsadi-nouns
ناهد	نهاد	qalsadi-nouns
ناهد	نواهد	qalsadi-nouns
ناهر	ون	qalsadi-nouns
ناهر	ات	qalsadi-nouns
ناهز	ون	qalsadi-nouns
ناهز	ات	qalsadi-nouns
ناهض	نهض	qalsadi-nouns
ناهض	نواهض	qalsadi-nouns
ناهق	نواهق	qalsadi-nouns
ناهل	ون	qalsadi-nouns
ناهل	ات	qalsadi-nouns
ناهل	نهل	qalsadi-nouns
ناهل	نهول	qalsadi-nouns
ناهل	نهلة	qalsadi-nouns
ناهي	ون	qalsadi-nouns
ناهي	نهاة	qalsadi-nouns
ناهي	نواه	qalsadi-nouns
ناهي	النواه	qalsadi-nouns
ناوي	ون	qalsadi-nouns
ناوي	نواء	qalsadi-nouns
نبا	انباء	qalsadi-nouns
نبال	نبالة	qalsadi-nouns
نبذة	نبذ	qalsadi-nouns
نبر	انبار	qalsadi-nouns
نبراس	نباريس	qalsadi-nouns
نبز	انباز	qalsadi-nouns
نبط	انباط	qalsadi-nouns
نبط	نبوط	qalsadi-nouns
نبكة	نبك	qalsadi-nouns
نبكة	نباك	qalsadi-nouns
نبلة	نبال	qalsadi-nouns
نبلة	انبال	qalsadi-nouns
نبه	نبهاء	qalsadi-nouns
نبه	انباه	qalsadi-nouns
نبي	انبياءجانبياءوانب	qalsadi-nouns
نبيذ	انبذة	qalsadi-nouns
نبيل	نبلاء	qalsadi-nouns
نبيل	نباءل	qalsadi-nouns
نبيه	نبهاء	qalsadi-nouns
نتح	نتوح	qalsadi-nouns
نتفة	نتف	qalsadi-nouns
نتيجة	نتاءج	qalsadi-nouns
نجد	انجد	qalsadi-nouns
نجد	نجاد	qalsadi-nouns
نجد	نجود	qalsadi-nouns
نجد	انجاد	qalsadi-nouns
نجس	انجاس	qalsadi-nouns
نجعة	نجع	qalsadi-nouns
نجف	نجاف	qalsadi-nouns
نجفة	نجف	qalsadi-nouns
نجل	انجال	qalsadi-nouns
نجلاء	مءنثانجل	qalsadi-nouns
نجلاء	نجلاوات	qalsadi-nouns
نجم	نجوم	qalsadi-nouns
نجم	انجم	qalsadi-nouns
نجمة	نجوم	qalsadi-nouns
نجمة	انجم	qalsadi-nouns
نجو	نجاء	qalsadi-nouns
نجوا	نجاوا	qalsadi-nouns
نجوة	نجاء	qalsadi-nouns
نجي	انجية	qalsadi-nouns
نجيب	انجاب	qalsadi-nouns
نجيب	نجباء	qalsadi-nouns
نجيب	نجاءب	qalsadi-nouns
نجيف	نجف	qalsadi-nouns
نجيل	نجل	qalsadi-nouns
نحرا	نحريات	qalsadi-nouns
نحرير	نحارير	qalsadi-nouns
نحس	نحوس	qalsadi-nouns
نحس	انحس	qalsadi-nouns
نحلة	نحل	qalsadi-nouns
نحو	انحاء	qalsadi-nouns
نحوي	نحاة	qalsadi-nouns
نحير	مءنحرانحراء	qalsadi-nouns
نحير	نحاءر	qalsadi-nouns
نحيرة	نحاءر	qalsadi-nouns
نحيزة	نحاءز	qalsadi-nouns
نحيف	نحفاء	qalsadi-nouns
نحيل	نحلا	qalsadi-nouns
نخاع	نخع	qalsadi-nouns
نخب	انخاب	qalsadi-nouns
نخبة	نخب	qalsadi-nouns
نخروب	نخاريب	qalsadi-nouns
نخلة	نخل	qalsadi-nouns
نخلة	نخيل	qalsadi-nouns
ند	انداد	qalsadi-nouns
ندا	انداء	qalsadi-nouns
ندا	اندية	qalsadi-nouns
ندب	انداب	qalsadi-nouns
ندب	ندوب	qalsadi-nouns
ندبة	ندوب	qalsadi-nouns
ندبة	انداب	qalsadi-nouns
ندفة	ندف	qalsadi-nouns
ندما	مءنثندمان	qalsadi-nouns
ندمان	نداما	qalsadi-nouns
نديد	انداد	qalsadi-nouns
نديم	ندماء	qalsadi-nouns
نديم	ندمان	qalsadi-nouns
نديم	نداما	qalsadi-nouns
نذر	نذور	qalsadi-nouns
نذل	انذال	qalsadi-nouns
نذير	نذرجنذاءر	qalsadi-nouns
نذيرة	نذاءر	qalsadi-nouns
نذيل	نذلاء	qalsadi-nouns
نذيل	نذال	qalsadi-nouns
نز	نزوز	qalsadi-nouns
نز	انزاز	qalsadi-nouns
نزل	انزال	qalsadi-nouns
نزه	انزاه	qalsadi-nouns
نزهة	نزه	qalsadi-nouns
نزور	نزر	qalsadi-nouns
نزيع	نزاع	qalsadi-nouns
نزيعة	نزاءع	qalsadi-nouns
نزيل	نزلاء	qalsadi-nouns
نزيه	نزهاء	qalsadi-nouns
نزيه	نزيهات	qalsadi-nouns
نسا	انساء	qalsadi-nouns
نسا	مثناهنسوان	qalsadi-nouns
نسب	انساب	qalsadi-nouns
نسبة	نسب	qalsadi-nouns
نسخة	نسخ	qalsadi-nouns
نسر	نسور	qalsadi-nouns
نسفة	نسف	qalsadi-nouns
نسفة	نساف	qalsadi-nouns
نسك	نسيكة	qalsadi-nouns
نسل	انسال	qalsadi-nouns
نسمة	نسم	qalsadi-nouns
نسناس	نسانيس	qalsadi-nouns
نسي	انساء	qalsadi-nouns
نسيب	انسباء	qalsadi-nouns
نسيج	نسج	qalsadi-nouns
نسيج	نساءج	qalsadi-nouns
نسيكة	نساءك	qalsadi-nouns
نسيكة	نسك	qalsadi-nouns
نشء	نشا	qalsadi-nouns
نشاب	نشاشيب	qalsadi-nouns
نشاط	انشطة	qalsadi-nouns
نشرة	نشر	qalsadi-nouns
نشز	نشوز	qalsadi-nouns
نشز	نشاز	qalsadi-nouns
نشز	انشاز	qalsadi-nouns
نشوا	مذنشوان	qalsadi-nouns
نشوان	مءنشوا	qalsadi-nouns
نشوة	نشوات	qalsadi-nouns
نشيج	نشج	qalsadi-nouns
نشيد	اناشيد	qalsadi-nouns
نشيط	نشطاء	qalsadi-nouns
نشيط	نشاطا	qalsadi-nouns
نشيطة	نشاءط	qalsadi-nouns
نص	نصوص	qalsadi-nouns
نصاب	نصب	qalsadi-nouns
نصارا	مفردنصراني	qalsadi-nouns
نصب	انصاب	qalsadi-nouns
نصة	نصص	qalsadi-nouns
نصة	نصاص	qalsadi-nouns
نصراني	نصارا	qalsadi-nouns
نصف	انصاف	qalsadi-nouns
نصل	انصل	qalsadi-nouns
نصل	نصال	qalsadi-nouns
نصيب	انصبة	qalsadi-nouns
نصيب	انصباء	qalsadi-nouns
نصيب	نصب	qalsadi-nouns
نصيح	نصحاء	qalsadi-nouns
نصيحة	نصاءح	qalsadi-nouns
نصير	نصراء	qalsadi-nouns
نصير	انصارجانصا	qalsadi-nouns
نصيف	انصفة	qalsadi-nouns
نصيل	نصل	qalsadi-nouns
نضادة	ات	qalsadi-nouns
نضاضة	نضاض	qalsadi-nouns
نضاضة	نضاءض	qalsadi-nouns
نضح	نضوح	qalsadi-nouns
نضد	انضاد	qalsadi-nouns
نضو	انضاء	qalsadi-nouns
نضيد	نضاءد	qalsadi-nouns
نضيض	نضاض	qalsadi-nouns
نضيض	نضاءض	qalsadi-nouns
نضيضة	نضاض	qalsadi-nouns
نضيضة	نضاءض	qalsadi-nouns
نطار	نطاطير	qalsadi-nouns
نطاق	نطق	qalsadi-nouns
نطع	نطوع	qalsadi-nouns
نطع	انطاع	qalsadi-nouns
نطع	انطع	qalsadi-nouns
نطفة	نطاف	qalsadi-nouns
نطفة	نطف	qalsadi-nouns
نطيح	مءنطحا	qalsadi-nouns
نطيح	نطاءحمفعول	qalsadi-nouns
نظارة	ات	qalsadi-nouns
نظارة	مفردناظر	qalsadi-nouns
نظام	نظم	qalsadi-nouns
نظام	انظمة	qalsadi-nouns
نظر	انظار	qalsadi-nouns
نظير	نظراء	qalsadi-nouns
نظير	نظاءر	qalsadi-nouns
نظيف	نظفاء	qalsadi-nouns
نظيف	نظاف	qalsadi-nouns
نعاج	مفردنعجة	qalsadi-nouns
نعاما	نعاءم	qalsadi-nouns
نعامة	نعام	qalsadi-nouns
نعامة	نعاءم	qalsadi-nouns
نعت	نعوت	qalsadi-nouns
نعجة	نعاج	qalsadi-nouns
نعرة	نعر	qalsadi-nouns
نعسا	نعاسمءنثنعسان	qalsadi-nouns
نعسان	نعاس	qalsadi-nouns
نعل	نعال	qalsadi-nouns
نعل	انعل	qalsadi-nouns
نعلة	نعال	qalsadi-nouns
نعلة	انعل	qalsadi-nouns
نعم	انعم	qalsadi-nouns
نعم	انعامجاناعيم	qalsadi-nouns
نعماء	انعم	qalsadi-nouns
نعمة	نعم	qalsadi-nouns
نعمة	انعم	qalsadi-nouns
نعمة	نعمات	qalsadi-nouns
نعي	نعايا	qalsadi-nouns
نغصة	نغص	qalsadi-nouns
نغم	انغام	qalsadi-nouns
نفاض	نفض	qalsadi-nouns
نفذ	انفاذ	qalsadi-nouns
نفر	انفار	qalsadi-nouns
نفس	انفس	qalsadi-nouns
نفس	نفوسمذ	qalsadi-nouns
نفس	مء	qalsadi-nouns
نفس	انفاس	qalsadi-nouns
نفساء	نفاس	qalsadi-nouns
نفساء	نفساوات	qalsadi-nouns
نفطة	نفاط	qalsadi-nouns
نفق	انفاق	qalsadi-nouns
نفل	نفال	qalsadi-nouns
نفل	انفال	qalsadi-nouns
نفير	انفار	qalsadi-nouns
نفيس	نفاس	qalsadi-nouns
نقا	انقاء	qalsadi-nouns
نقاءض	مفردنقيضة	qalsadi-nouns
نقاب	نقب	qalsadi-nouns
نقاع	انقعة	qalsadi-nouns
نقانق	مفردنقنق	qalsadi-nouns
نقاوة	نقاء	qalsadi-nouns
نقب	انقاب	qalsadi-nouns
نقبة	نقب	qalsadi-nouns
نقد	نقود	qalsadi-nouns
نقرس	نقارس	qalsadi-nouns
نقس	انقاس	qalsadi-nouns
نقش	نقوش	qalsadi-nouns
نقض	انقاض	qalsadi-nouns
نقض	نقوض	qalsadi-nouns
نقطة	نقط	qalsadi-nouns
نقطة	نقاط	qalsadi-nouns
نقع	انقع	qalsadi-nouns
نقع	نقاع	qalsadi-nouns
نقع	نقوع	qalsadi-nouns
نقف	انقاف	qalsadi-nouns
نقل	نقول	qalsadi-nouns
نقلة	نقل	qalsadi-nouns
نقمة	نقم	qalsadi-nouns
نقنق	نقانق	qalsadi-nouns
نقه	نقة	qalsadi-nouns
نقود	مفردنقد	qalsadi-nouns
نقي	انقاء	qalsadi-nouns
نقي	انقياء	qalsadi-nouns
نقيب	نقباء	qalsadi-nouns
نقيبة	نقاءب	qalsadi-nouns
نقير	انقرة	qalsadi-nouns
نقيرة	نقاءر	qalsadi-nouns
نقيصة	نقاءص	qalsadi-nouns
نقيض	نقاءض	qalsadi-nouns
نقيع	انقعة	qalsadi-nouns
نقيعة	نقاءع	qalsadi-nouns
نكتة	نكت	qalsadi-nouns
نكتة	نكات	qalsadi-nouns
نكث	انكاث	qalsadi-nouns
نكد	انكاد	qalsadi-nouns
نكد	جمناكيد	qalsadi-nouns
نكر	انكار	qalsadi-nouns
نكفة	مفردنكف	qalsadi-nouns
نكل	انكال	qalsadi-nouns
نكل	نكول	qalsadi-nouns
نمر	انمار	qalsadi-nouns
نمر	نمور	qalsadi-nouns
نمرة	نمر	qalsadi-nouns
نمرق	نمارق	qalsadi-nouns
نمس	نموس	qalsadi-nouns
نمط	انماط	qalsadi-nouns
نمط	نماط	qalsadi-nouns
نملة	نمل	qalsadi-nouns
نملة	نمال	qalsadi-nouns
نموذج	نماذج	qalsadi-nouns
نميم	نماءم	qalsadi-nouns
نها	نهية	qalsadi-nouns
نهار	انهر	qalsadi-nouns
نهار	نهر	qalsadi-nouns
نهام	نهم	qalsadi-nouns
نهج	نهوج	qalsadi-nouns
نهد	نهود	qalsadi-nouns
نهر	انهر	qalsadi-nouns
نهر	انهار	qalsadi-nouns
نهضة	نهاض	qalsadi-nouns
نهلان	نهال	qalsadi-nouns
نهية	نها	qalsadi-nouns
نوء	انواء	qalsadi-nouns
نوا	انواء	qalsadi-nouns
نوابغ	مفردنابغة	qalsadi-nouns
نواة	نوا	qalsadi-nouns
نواة	نويات	qalsadi-nouns
نواجذ	مفردناجذة	qalsadi-nouns
نوادر	مفردنادرة	qalsadi-nouns
نوارة	نوار	qalsadi-nouns
نوارة	نواوير	qalsadi-nouns
نوازل	مفردنازلة	qalsadi-nouns
نواسخ	مفردناسخ	qalsadi-nouns
نواصب	مفردناصبة	qalsadi-nouns
نوبة	نوب	qalsadi-nouns
نوتي	نواتي	qalsadi-nouns
نوتي	نوتية	qalsadi-nouns
نور	انوار	qalsadi-nouns
نورج	نوارج	qalsadi-nouns
نوع	انواع	qalsadi-nouns
نوق	مفردناقة	qalsadi-nouns
نول	انوال	qalsadi-nouns
نوم	رجلنوم	qalsadi-nouns
نياط	انوطة	qalsadi-nouns
نياط	نوط	qalsadi-nouns
نية	نيات	qalsadi-nouns
نير	مثنانيراننيران	qalsadi-nouns
نير	انيار	qalsadi-nouns
نير	نيران	qalsadi-nouns
نيزك	نيازك	qalsadi-nouns
هاءج	هواءج	qalsadi-nouns
هاءد	هود	qalsadi-nouns
هاءم	هيم	qalsadi-nouns
هاءم	هيام	qalsadi-nouns
هاتف	هواتف	qalsadi-nouns
هاجد	ون	qalsadi-nouns
هاجد	ات	qalsadi-nouns
هاجد	هجود	qalsadi-nouns
هاجد	هجد	qalsadi-nouns
هاجر	ون	qalsadi-nouns
هاجر	ات	qalsadi-nouns
هاجر	هواجر	qalsadi-nouns
هاجس	هواجس	qalsadi-nouns
هاجع	تون	qalsadi-nouns
هاجع	هجوعوهجع	qalsadi-nouns
هاجع	هواجع	qalsadi-nouns
هادر	هوادر	qalsadi-nouns
هادف	هوادف	qalsadi-nouns
هادي	ون	qalsadi-nouns
هادي	هداة	qalsadi-nouns
هادي	هواد	qalsadi-nouns
هازمة	هوازم	qalsadi-nouns
هاشم	هشم	qalsadi-nouns
هاشم	هواشم	qalsadi-nouns
هاضوم	هواضيم	qalsadi-nouns
هالك	هلكا	qalsadi-nouns
هالك	هوالك	qalsadi-nouns
هامد	ون	qalsadi-nouns
هامد	اتهوامد	qalsadi-nouns
هامز	ون	qalsadi-nouns
هامز	ات	qalsadi-nouns
هامز	هماز	qalsadi-nouns
هامش	هوامش	qalsadi-nouns
هامع	هوامع	qalsadi-nouns
هامل	هوامل	qalsadi-nouns
هامل	همولة	qalsadi-nouns
هامل	همل	qalsadi-nouns
هاون	هواوين	qalsadi-nouns
هاوي	هواة	qalsadi-nouns
هاوي	ون	qalsadi-nouns
هباء	اهباء	qalsadi-nouns
هبة	هبات	qalsadi-nouns
هبرة	واحدةالهبرللحم	qalsadi-nouns
هجان	هجن	qalsadi-nouns
هجان	هجاءن	qalsadi-nouns
هجعة	هجعات	qalsadi-nouns
هجنة	هجن	qalsadi-nouns
هجود	هجد	qalsadi-nouns
هجير	هجر	qalsadi-nouns
هجين	هجن	qalsadi-nouns
هجين	هجناء	qalsadi-nouns
هجين	هواجن	qalsadi-nouns
هدب	اهداب	qalsadi-nouns
هدباء	مءنثاهدب	qalsadi-nouns
هدبة	واحدةالهدب	qalsadi-nouns
هدف	اهداف	qalsadi-nouns
هدم	اهدام	qalsadi-nouns
هدم	هدام	qalsadi-nouns
هدنة	هدن	qalsadi-nouns
هدهد	هداهد	qalsadi-nouns
هدية	هدايا	qalsadi-nouns
هر	هررة	qalsadi-nouns
هراوة	هراوا	qalsadi-nouns
هرطوقي	هراطقة	qalsadi-nouns
هرم	اهرام	qalsadi-nouns
هرم	هرما	qalsadi-nouns
هرهور	هراهير	qalsadi-nouns
هري	اهراء	qalsadi-nouns
هزار	ات	qalsadi-nouns
هزبر	هزابر	qalsadi-nouns
هزج	اهزاج	qalsadi-nouns
هزروف	هزاريف	qalsadi-nouns
هزم	هزوم	qalsadi-nouns
هزهزة	هزاهز	qalsadi-nouns
هزيع	هزع	qalsadi-nouns
هزيل	هزلا	qalsadi-nouns
هزيمة	هزاءم	qalsadi-nouns
هشم	هشوم	qalsadi-nouns
هضبة	هضاب	qalsadi-nouns
هضوم	هضم	qalsadi-nouns
هضيم	هضاءم	qalsadi-nouns
هلال	اهلة	qalsadi-nouns
هلال	اهاليل	qalsadi-nouns
هلكة	هلك	qalsadi-nouns
هم	اهمام	qalsadi-nouns
همة	همم	qalsadi-nouns
هميم	هماءم	qalsadi-nouns
هميمة	هماءم	qalsadi-nouns
هنة	هنوات	qalsadi-nouns
هوا	اهواء	qalsadi-nouns
هوام	مفردهامة	qalsadi-nouns
هوة	هوا	qalsadi-nouns
هوة	هوي	qalsadi-nouns
هوجاء	مءنثاهوج	qalsadi-nouns
هودج	هوادج	qalsadi-nouns
هول	اهوال	qalsadi-nouns
هيثم	هياثم	qalsadi-nouns
هيدب	هيادب	qalsadi-nouns
هيشر	هياشر	qalsadi-nouns
هيق	اهياق	qalsadi-nouns
هيق	هيوق	qalsadi-nouns
هيكل	هياكل	qalsadi-nouns
هيماء	مءنثاهيم	qalsadi-nouns
هيمان	هيام	qalsadi-nouns
هيمان	هيما	qalsadi-nouns
وءيد	مفعول	qalsadi-nouns
واب	اوءب	qalsadi-nouns
واجد	ون	qalsadi-nouns
واجد	ات	qalsadi-nouns
واحد	ون	qalsadi-nouns
واحد	ات	qalsadi-nouns
واحد	وحدان	qalsadi-nouns
وادي	اودية	qalsadi-nouns
وادي	وديان	qalsadi-nouns
وارث	ورثة	qalsadi-nouns
وارث	وراث	qalsadi-nouns
وارد	ون	qalsadi-nouns
وارد	ات	qalsadi-nouns
وارد	وراد	qalsadi-nouns
وازع	وزعة	qalsadi-nouns
وازع	وزاع	qalsadi-nouns
واشجة	وشاءج	qalsadi-nouns
واشي	وشاة	qalsadi-nouns
وافد	ون	qalsadi-nouns
وافد	ات	qalsadi-nouns
وافد	وفود	qalsadi-nouns
واقع	وقع	qalsadi-nouns
واقع	وقوع	qalsadi-nouns
واقعة	وقاءع	qalsadi-nouns
واقف	وقوف	qalsadi-nouns
واكن	وكون	qalsadi-nouns
والي	ولاة	qalsadi-nouns
واهن	وهن	qalsadi-nouns
واهي	ون	qalsadi-nouns
واهي	وهاة	qalsadi-nouns
وباء	اوبءة	qalsadi-nouns
وبر	اوبار	qalsadi-nouns
وبر	وبور	qalsadi-nouns
وبر	وبار	qalsadi-nouns
وبش	اوباش	qalsadi-nouns
وتد	اوتاد	qalsadi-nouns
وتر	اوتار	qalsadi-nouns
وتر	وتار	qalsadi-nouns
وتيرة	وتاءر	qalsadi-nouns
وتين	وتن	qalsadi-nouns
وتين	اوتنة	qalsadi-nouns
وثار	اوثرة	qalsadi-nouns
وثاق	وثق	qalsadi-nouns
وثن	اوثان	qalsadi-nouns
وثير	وثاءر	qalsadi-nouns
وثيق	وثاق	qalsadi-nouns
وثيق	وثاءق	qalsadi-nouns
وثيل	وثاءل	qalsadi-nouns
وجب	وجاب	qalsadi-nouns
وجر	اوجار	qalsadi-nouns
وجع	اوجاع	qalsadi-nouns
وجع	وجعا	qalsadi-nouns
وجع	وجاعا	qalsadi-nouns
وجل	اوجال	qalsadi-nouns
وجل	وجال	qalsadi-nouns
وجم	اوجام	qalsadi-nouns
وجم	وجوم	qalsadi-nouns
وجه	وجوه	qalsadi-nouns
وجه	اوجه	qalsadi-nouns
وجين	وجن	qalsadi-nouns
وجيه	وجهاء	qalsadi-nouns
وحدان	مفردالواحد	qalsadi-nouns
وحرة	وحر	qalsadi-nouns
وحش	وحوشمفردوحشي	qalsadi-nouns
وحشي	واحدةالوحش	qalsadi-nouns
وحفة	وحاف	qalsadi-nouns
وحل	اوحال	qalsadi-nouns
وحل	وحول	qalsadi-nouns
وحما	وحام	qalsadi-nouns
وحما	وحاماامراةو	qalsadi-nouns
وحواح	وحاويح	qalsadi-nouns
وحيش	وحشان	qalsadi-nouns
ودج	اوداج	qalsadi-nouns
ودع	ودوع	qalsadi-nouns
وديع	ودعاء	qalsadi-nouns
وديع	وداءع	qalsadi-nouns
وديعة	وداءع	qalsadi-nouns
وذم	وذوم	qalsadi-nouns
وذم	اوذام	qalsadi-nouns
ورب	اوراب	qalsadi-nouns
ورد	ورود	qalsadi-nouns
وردة	واحدةالورد	qalsadi-nouns
ورع	اوراع	qalsadi-nouns
ورق	اوراق	qalsadi-nouns
ورقاء	وراق	qalsadi-nouns
ورقاء	وراقا	qalsadi-nouns
ورك	اوراك	qalsadi-nouns
ورل	اورال	qalsadi-nouns
ورلة	انثاالورل	qalsadi-nouns
ورم	اورام	qalsadi-nouns
وريد	اوردة	qalsadi-nouns
وريد	ورودمثناور	qalsadi-nouns
وزر	اوزار	qalsadi-nouns
وزرة	ات	qalsadi-nouns
وزغ	اوزاغ	qalsadi-nouns
وزغة	وزغ	qalsadi-nouns
وزغة	اوزاغ	qalsadi-nouns
وزغة	وزغان	qalsadi-nouns
وزن	اوزان	qalsadi-nouns
وزير	وزراء	qalsadi-nouns
وساد	وسد	qalsadi-nouns
وسادة	ات	qalsadi-nouns
وسادة	وساءد	qalsadi-nouns
وسام	اوسمة	qalsadi-nouns
وسخ	اوساخ	qalsadi-nouns
وسط	اوساط	qalsadi-nouns
وسق	اوساق	qalsadi-nouns
وسق	وسوق	qalsadi-nouns
وسم	وسوم	qalsadi-nouns
وسن	اوسان	qalsadi-nouns
وسواس	وساوس	qalsadi-nouns
وسيط	وسطاء	qalsadi-nouns
وسيط	وساءط	qalsadi-nouns
وسيلة	وساءل	qalsadi-nouns
وسيم	وسماء	qalsadi-nouns
وشاح	وشح	qalsadi-nouns
وشاح	اوشحة	qalsadi-nouns
وشاح	وشاءح	qalsadi-nouns
وشم	وشوم	qalsadi-nouns
وشم	وشام	qalsadi-nouns
وشي	وشاء	qalsadi-nouns
وشيج	وشاءج	qalsadi-nouns
وشيجة	وشاءج	qalsadi-nouns
وصاية	وصايا	qalsadi-nouns
وصب	اوصاب	qalsadi-nouns
وصب	وصابا	qalsadi-nouns
وصب	وصاب	qalsadi-nouns
وصر	اواصر	qalsadi-nouns
وصف	اوصاف	qalsadi-nouns
وصل	اوصال	qalsadi-nouns
وصل	وصولات	qalsadi-nouns
وصلة	وصل	qalsadi-nouns
وصم	وصوم	qalsadi-nouns
وصواص	وصاويص	qalsadi-nouns
وصي	اوصياء	qalsadi-nouns
وصية	وصايا	qalsadi-nouns
وصيد	وصد	qalsadi-nouns
وصيد	وصاءد	qalsadi-nouns
وصيف	وصفاء	qalsadi-nouns
وصيف	وصاءف	qalsadi-nouns
وصيلة	وصاءل	qalsadi-nouns
وضح	اوضاح	qalsadi-nouns
وضع	اوضاع	qalsadi-nouns
وضيء	وضاء	qalsadi-nouns
وضيء	اوضياء	qalsadi-nouns
وضيءة	وضاء	qalsadi-nouns
وضيءة	اوضياء	qalsadi-nouns
وضيع	وضاءع	qalsadi-nouns
وطب	اوطب	qalsadi-nouns
وطب	اوطاب	qalsadi-nouns
وطب	وطاب	qalsadi-nouns
وطر	اوطار	qalsadi-nouns
وطن	اوطان	qalsadi-nouns
وطواط	وطاويط	qalsadi-nouns
وطيد	وطاءد	qalsadi-nouns
وطيس	اوطسة	qalsadi-nouns
وطيس	وطس	qalsadi-nouns
وظيف	اوظفة	qalsadi-nouns
وظيف	وظف	qalsadi-nouns
وظيفة	وظاءف	qalsadi-nouns
وعاء	اوعية	qalsadi-nouns
وعد	وعود	qalsadi-nouns
وعر	اوعر	qalsadi-nouns
وعر	وعور	qalsadi-nouns
وعرة	اوعر	qalsadi-nouns
وعرة	وعور	qalsadi-nouns
وعل	اوعال	qalsadi-nouns
وعل	وعول	qalsadi-nouns
وعل	وعال	qalsadi-nouns
وعوع	وعاوع	qalsadi-nouns
وغد	اوغاد	qalsadi-nouns
وغل	اوغال	qalsadi-nouns
وفاة	وفيات	qalsadi-nouns
وفد	وفود	qalsadi-nouns
وفر	وفور	qalsadi-nouns
وفرة	وفار	qalsadi-nouns
